combo_id,sexuality_content,sexuality_includes,sexual_activity_frequency,sexual_scene_duration,sexual_depiction_type,sexual_underage,suggestive_themes_description,dating_games_prominent,revealing_outfits_nudity_includes,revealing_outfits_frequency,revealing_outfits_erotic_context,revealing_outfits_out_of_place,nudity_includes,nudity_human_buttocks_frequency,nudity_nippleless_breasts_frequency,nudity_fantasy_breasts_frequency,nudity_human_breasts_with_nipples_frequency,nudity_genitalia_frequency,nudity_erotic_context,sexual_violence_presentation,summary,country,rating
574,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Rarely,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
575,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Rarely,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
576,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Rarely,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
577,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Rarely,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (often)",North America,Adults only 18+
578,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Often,Rarely,Yes,,Game contains violence against humans,North America,Teen
579,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Often,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
580,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Often,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
581,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,Often,Often,Often,No,,Game contains violence against humans,North America,Teen
582,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Rarely,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
583,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Rarely,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
584,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Rarely,Often,Yes,,Game contains violence against humans,North America,Teen
585,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Rarely,Often,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (often)",North America,Adults only 18+
586,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Often,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
587,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Often,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
588,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Often,Often,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
589,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Rarely,Often,Often,No,,Game contains violence against humans,North America,Teen
590,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Rarely,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
591,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Rarely,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
592,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Rarely,Often,Yes,,Game contains violence against humans,North America,Teen
593,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Rarely,Often,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (often)",North America,Adults only 18+
594,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Often,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
595,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Often,Rarely,No,,Game contains violence against humans,North America,Teen
596,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Often,Often,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
597,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Rarely,Often,Often,Often,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (often)",North America,Adults only 18+
598,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Rarely,Rarely,Yes,,Game contains violence against humans,North America,Teen
599,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Rarely,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
600,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Rarely,Often,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
601,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Rarely,Often,No,,Game contains violence against humans,North America,Teen
602,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Often,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
603,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Often,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
604,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Often,Often,Yes,,Game contains violence against humans,North America,Teen
605,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Rarely,Often,Often,No,,Game contains violence against humans,North America,Everyone 10+
606,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Often,Rarely,Rarely,Yes,,Game contains violence against humans,North America,Everyone
607,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Often,Rarely,Rarely,No,,Game contains violence against humans,North America,Everyone 10+
608,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",Rarely,Often,Often,Rarely,Often,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
